smiles,logp,reward
O=C(N[C@@H]1CCSc2ccccc21)C1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,4.094000000000004,1.4140767824497225
COc1cccc(C(=O)NC2CCN(C(=S)Nc3cc(C)ccc3C)CC2)c1,3.903240000000003,1.411776505343013
C[C@@H](NC(=O)Cc1cccc(F)c1F)c1nc(-c2cccnc2)cs1,3.9032000000000027,1.4117432530999294
Cc1cscc1C(=O)C1CCC(CC(N)S)CC1,3.650320000000002,1.407583032027346
CCC(=O)Nc1ccc(O)c(C(=O)N2C[C@@H](c3ccc(F)cc3)C[C@H]2C)c1,3.8980000000000024,1.4074410163339404
Cc1cc(C)c2c(CNC(=O)c3ccccc3Br)cc(=O)oc2c1,4.102340000000003,1.4071611299599005
CC[C@@H](N[C@@H](C)Cc1cc(C)n[nH]1)c1ccc(Cl)s1,4.104920000000003,1.405042899033412
C[C@@H](c1nccs1)N(C)C(=O)c1cccc(NC(=O)C2CCCC2)c1,4.105000000000003,1.4049773755656083
Cc1cc(C)c([C@@H](O)[C@@]2(C#N)CC[C@@H](CCS)C2)c(C)c1,4.275240000000005,1.4037313351416856
COC(=O)C[C@@H](NC(=O)c1cc(F)ccc1C)c1ccc(SC)cc1,3.890220000000003,1.4010794932328954
CC(C)(C)OC(=O)N1CC[C@H]([S@@](=O)c2cccc(Cl)c2Cl)C1,4.110400000000004,1.4005763688760777
CCC[C@H](NC(=O)C(=O)Nc1ccccc1-n1cccn1)c1ccc(C)cc1,3.7768200000000025,1.3930128613107762
CCc1c(C)sc(NC(=O)C2CCN(C(=O)c3ccc(F)cc3)CC2)c1C#N,4.120600000000003,1.3923790826343005
O=S(=O)(Nc1ccccc1CCC(F)(F)F)c1ccc(F)cc1,4.121400000000002,1.391742464776171
CCc1ccc([C@@H]2C[C@H](c3cccc(C)c3)n3nc(N)nc3N2)cc1,3.8774200000000008,1.3908051096581096
C=C(C)COc1ccc(C(=O)Nc2cccc(N(C)C(C)=O)c2)cc1,3.8765000000000027,1.3900756564307988
Cc1cc(NC(=O)N2CCC[C@@H]2Cc2ccccc2Cl)no1,3.8754200000000028,1.389220864678371
CCN(CC(C)(C)C)c1ncc2c(n1)CC[C@@H](C(=O)NCc1ccccc1)C2,3.7703000000000024,1.3833819117200188
CCCN[C@@]1(C#N)CC[C@H](SC2CCCCC2)C1,3.866780000000003,1.3824411852950025
Cc1cc(C(C)C)cc(C2(C(=O)OCC(=O)N3CCO[C@@H]4CCCC[C@@H]43)CCC2)c1,4.253320000000004,1.3768281969405023
Cc1sc2nc(S[C@H](C(=O)NC3CC3)c3ccc(F)cc3)nc(N)c2c1C,4.141440000000002,1.3760863470703657
CCOc1ccc(O)c(C[NH2+][C@@H]2CCCOc3c(C)cc(Cl)cc32)c1,3.730020000000003,1.3751332732688448
Cc1cscc1C(=O)C1CCC(CCS)CC1,4.3655200000000045,1.3733473939109864
COc1ccc(/C=C/C(=O)N2CCC[C@H]2c2ccc3c(c2)OCCO3)c(OC)c1,3.851900000000003,1.3710042679209153
O=C1N[C@](Nc2nc3ccccc3s2)(C(F)(F)F)C(=O)N1C1CCCCC1,3.851300000000003,1.3705493166187885
COc1cc(F)cc(CNC(=O)N(CCC(F)(F)F)C2CCC2)c1,3.850800000000003,1.3701705534284745
O=C(CN(C1CCCCC1)S(=O)(=O)c1ccc(Cl)cc1)N1CCN(c2ccccc2F)CC1,4.1513000000000035,1.3685833405715253
Cc1ccc(NC(=O)COC(=O)/C(C#N)=C/c2ccccc2)c(Br)c1,3.8464000000000027,1.3668515950069369
CC1(C)CN(C(=O)c2csc(-c3cccs3)n2)CCS1,3.8392000000000026,1.3614748449345297
Cc1ccc(NC(=O)[C@H](Cc2ccccc2)NS(=O)(=O)c2cccc3nsnc23)c(C)c1,3.8364400000000023,1.359431400185639
CCc1cccc(C(=O)Nc2ccccc2NC(=O)N2CCCC2)c1O,3.8346000000000022,1.3580744808649408
Cc1cc2cc(CCCl)ccc2nc1SCC(=O)Nc1ccc(S(=O)(=O)N(C)C)cc1,4.305620000000004,1.357586306378066
COc1ccc([C@@H](C)NC(=O)N(C)[C@H](C)c2ccccc2)cc1OC,4.167400000000003,1.3566044200788052
COc1cccc(CNn2c(-c3cccc(C)c3)nc3ccccc3c2=O)c1O,3.829820000000003,1.3545693824881662
CC(=O)c1ccc(SCC(=O)Nc2ccc(OCS)c(C)c2)c(F)c1,4.333620000000003,1.3536123695669562
COc1ccc(C)cc1NC(=O)[C@H]1CCCN1c1cc(C)ccc1[N+](=O)[O-],3.827740000000002,1.3530530769624503
O=C(CCN1C(=O)CSc2ccccc21)Nc1cccc(C(F)(F)F)c1,4.172900000000003,1.3525876033762447
CC(C)Cc1nnc(NC(=O)c2ccc(/C=C3/SC(=S)N(C)C3=O)cc2)s1,3.8199000000000023,1.3473858147614626
CC(Cl)(Cl)N(C1CC1)S(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,3.5526000000000026,1.3464495724133707
CC(C)(C)N(CC[C@H]1CCCCO1)C(=O)c1ccc2c(c1)OCO2,3.6152000000000024,1.344767448197684
CC(=O)Nc1ccc(C(C)=O)cc1OCc1ccc(Br)cc1,4.1891000000000025,1.3409721638213759
Cc1ccc(NC(=O)Nc2cc(N3CCC(C)CC3)ncn2)cc1F,3.804420000000003,1.3364141253617512
CCc1cc(C)cc(C2(C(=O)OCC(=O)N3CCO[C@@H]4CCCC[C@@H]43)CCC2)c1,3.6923200000000023,1.336141651081087
Cc1ccccc1Cn1cc(NS(=O)(=O)c2ccc(Br)cc2)cn1,3.8031200000000025,1.3355056480181824
Cn1c(SCc2ccccc2Oc2ccccc2)nnc1[C@@H]1CCS(=O)(=O)C1,3.8018000000000036,1.334585211150061
O=C(c1cc(Cl)c2c(c1)OCO2)N1CCCc2cc(F)ccc21,3.8008000000000024,1.3338892595063392
O=C(Cc1ccc2c(c1)OCCO2)N(Cc1nc2ccccc2c(=O)[nH]1)C(Cl)(Cl)Cl,3.593300000000002,1.333834448022171
Cc1nc(NC(=O)c2ccccc2)sc1Cc1ccc([N+](=O)[O-])cc1,4.2028200000000036,1.3313795912937905
CC(=O)c1cccc(NC(=O)[C@@H](C)n2c(=O)cc(C)c3c(C)nn(-c4ccccc4)c32)c1,4.2063400000000035,1.3289536946466147
O=C1c2oc3ccccc3c(=O)c2[C@H](c2ccc(F)cc2)N1C[C@H](O)c1ccccc1,4.210900000000003,1.325832025765957
CN(CC(=O)Nc1ccccc1Cl)C(=O)/C=C/c1cccc(Br)c1,4.212800000000003,1.3245382585751957
C[C@H](NC(=O)CSc1nnc(-c2ccc(Br)cc2)n1C)c1ccccc1,4.214100000000003,1.3236553825879231
COc1ccccc1CCC(=O)Nc1nc(-c2ccccn2)cs1,3.785000000000002,1.323045267489713
COc1ccccc1[C@@H]1CCN(C(=O)/C=C/c2cn(C)c3ccccc23)C1,4.216200000000003,1.3222331853313578
CC[C@H](CSC)N(C)C(=O)NOc1ccccc1C(F)(F)F,3.7822000000000022,1.3211528986697338
CC(C)n1ccc(C(=O)NC[C@H](OC(Cl)(Cl)Cl)c2ccc(F)cc2)n1,4.418500000000003,1.3203546541579658
Cc1nc(C2(NC(=O)c3ccc4ccc(Cl)cc4n3)CCCC2)no1,3.778920000000002,1.3189471615291395
Cc1nn(C)c2sc(C(=O)N[C@H](C)c3ccc(OC(C)C)cc3)cc12,4.221420000000003,1.3187191956902602
Cc1ccc(Nc2scc(-c3ccc(F)cc3)[n+]2CCN2CCOCC2)cc1,4.225920000000004,1.3157139128164945
COc1cc([C@H]2C3=C(CC(C)(C)CC3=O)Nc3nnnn32)ccc1OCc1ccc(C)cc1,4.227220000000003,1.3148498231775867
CNC(=O)N[C@H](CF)c1ccncc1.Cc1ccn(-c2ccccc2)n1,3.201920000000002,1.3139612809218728
CC(=O)c1cc(CN2CCC3=NN=C(c4ccccc4F)[C@@H]3C2)cs1,3.7706000000000035,1.3134049129656766
Cc1ccc(OCC(=O)Oc2ccc(C(=O)Nc3ccccc3)cc2)cc1,4.231720000000003,1.3118728282401826
COc1ccc(-c2cc(C(=O)N3CCC3)c3ccccc3n2)cc1OC,3.7649000000000026,1.3096510404015886
CC(C)(C)OC(=O)N[C@H](C=O)CS.Nc1cc(F)cc(Br)c1,3.178800000000001,1.3077092027234793
COc1cc(C)ccc1NC(=O)NNc1nc2ccccc2s1,3.7619200000000017,1.3077022486430612
CC[C@@H](CC(=O)Nc1ccc2c(c1)COC2)c1ccccc1,4.239200000000003,1.3069722401549368
COc1cc(NC(=O)N[C@@H](C)c2nc(C)cs2)ccc1OCS,3.6089200000000017,1.3054043786675997
Cc1csc(NC(=O)/C=C/c2ccccc2Cl)n1,3.756820000000002,1.3043887449926814
Cc1cnc(NC(=O)c2ccn(COc3c(Cl)cccc3Cl)n2)s1,4.243620000000002,1.3041041475691921
CC(=O)Nc1cc(NC(=O)c2ccc(Cl)s2)ccc1F,3.7513000000000014,1.300832866180829
CNC(=O)c1cc(C)ccc1NC(=O)[C@H]1C[C@H]1c1ccccc1Cl,3.7502200000000023,1.3001408247851636
O=C(NCc1cnn(-c2ccccc2)c1)N[C@H]1CCCc2ccccc21,3.749100000000003,1.2994244144216185
CCCSc1nnc(NC(=O)c2cc(-c3ccc(C)cc3)on2)s1,4.255920000000002,1.2962290591757422
COc1ccc(-c2ccnc3nc(CCc4ccc(OC)c(OC)c4)nn23)c(F)c1,3.7414000000000023,1.2945336087716526
Cc1cccc(N(Cc2ccccc2)S(=O)(=O)c2ccccc2C#N)c1,4.2622000000000035,1.2922674694977
Cc1n[nH]c2ncc(C(=O)Nc3ccc(Nc4ccccc4)cc3)cc12,4.262220000000002,1.2922549159417522
N#C/C(=C\c1cc(Br)cs1)C(=O)Nc1cc2c(cc1[N+](=O)[O-])OCCO2,3.735680000000001,1.2909390027841061
CC(CCl)Oc1ccc(CNC(=O)NCc2ccc3c(c2)OCO3)cc1F,3.5599000000000016,1.2905500686383968
Cc1ccccc1C(=O)NCc1cc2c(cc1OCCS)C[C@H](C)O2,3.5570200000000027,1.2878378843399283
CC[C@@H](NC(=O)N1CCC(OCc2ccccc2F)CC1)c1c(C)noc1C,4.272440000000004,1.2858916726918337
Cc1cc(C[C@H](C)N[C@H](CCBr)c2ccc(Cl)s2)[nH]n1,4.4799200000000035,1.2857122006594937
Cc1oc(-c2ccccc2Cl)cc1C(=O)NCCc1ccccn1,4.275920000000004,1.2837481973791438
CC[C@H](NC(=O)NCCC[C@@H]1CCCC[C@H]1O)c1ccc(Cl)s1,4.483100000000004,1.2833542763621635
O=C(N[C@H]1CCCC[C@@H]1CO)N[C@@H](c1ccccc1CF)C1CC1,3.4575000000000022,1.2829136017952882
CC[C@H](C)NC(=O)[C@@H](Sc1ncnc2ccsc12)C(C)C,3.7227000000000023,1.2829014327096233
CO[C@H](CNCc1cn(C)nc1-c1cccc(Cl)c1)c1cccs1,4.279300000000003,1.2816774798718034
O=C(CSc1ccccn1)N[C@@H](c1ccc(F)cc1)c1cccs1,4.280100000000003,1.2811889696117476
O=C(NN=C1C2CC3CC(C2)CC1C3)[C@H]1C[C@@H]1c1ccccc1,3.7184000000000026,1.2802746566791527
Cc1cc(C(C)(C)C)cc(C2(C(=O)OCC(=O)N3CCO[C@@H]4CCCC[C@@H]43)CCC2)c1,4.427420000000003,1.2795120235330715
C[C@H]1C=[N+]2C(=N)/C(=C/c3ccc(OC(=O)c4ccc(F)cc4)c(Br)c3)C(=O)N=C2S1,4.282870000000003,1.2795022098887634
O=C(NCCCn1ccnc1)c1sc2cc(F)ccc2c1Cl,3.7104000000000026,1.2754342431761803
Cc1cc(C(=O)COC(=O)c2cc(Cl)c3c(c2)OCCCO3)c(C)n1C1CC1,4.294240000000003,1.2726542217826662
CCOc1ccc([C@@H]2CCCN2C(=O)N[C@H](C)c2c(C)noc2C)cc1,4.297840000000003,1.2705110028971194
Cc1ccc(C(=O)N[C@@H]2[C@H]3CCC[C@H]3[C@H]2c2ccccc2)cn1,3.7021200000000025,1.270487256140785
C[C@H](c1ccccc1Cl)N(C(=O)c1ccoc1)C1CC1,4.2988000000000035,1.26994148444718
Cc1cc(NC(=O)[C@@H](C)SCC(=O)Nc2cccc(C(F)(F)F)c2)no1,3.7007200000000013,1.2696570408226102
CC[C@H](Sc1ncnc2ccsc12)C(=O)N[C@@H](C)CC,3.476700000000002,1.2664695069914012
COc1ccc(F)cc1C(=O)COC(=O)c1csc(-c2ccc(C)cc2)n1,4.305920000000004,1.2657436902719899
Cc1ccc(S[C@H]2CCC[C@@](CO)([NH2+]CCC(S)(S)S)C2)cc1C,3.4659400000000034,1.2650725328939694
CC(C)[C@@H](NC(=O)N1CCC(OCc2ccc(F)cc2)CC1)c1ccccn1,4.308600000000004,1.2641754546843933
CCC[C@H](CCCl)C[NH2+]Cc1ccc(Cl)s1,3.5101000000000013,1.2632912487945152
CCC(=O)N1c2ccccc2CC[C@@H]1C(C)C,3.400400000000002,1.2626562890722688
N#CSc1ccc(/C=C(/CBr)[N+](=O)[O-])cc1,3.272280000000001,1.261724319602375
CNC(=O)c1cccc(NC(=O)N[C@@H](C)c2ccc(C)c(F)c2)c1C,3.684840000000003,1.2603637580218394
O=C(Nc1ccc(N2CCCC2=O)cc1)c1ccc(CS)c([N+](=O)[O-])c1,3.403700000000002,1.2580276099005274
Nc1cc(CSc2ccc(C(F)(F)F)cn2)ccc1O,3.6805000000000017,1.2578628268283452
Cc1cc(Cl)cc2c1OCCC[C@H]2[NH2+]Cc1cc(OC(C)(C)C)ccc1O,4.508620000000004,1.2576850320845845
CC(C)c1nnc([N-]S(=O)(=O)/C=C/c2ccc(Cl)cc2)s1,4.320800000000003,1.2571168988491808
COc1ccccc1N(C)S(=O)(=O)c1cccc2ccccc12,3.6735000000000024,1.253863550697325
CC1CCN(S(=O)(=O)c2ccc3c(c2)[C@H]2C=CC[C@@H]2[C@H](c2cccnc2)N3)CC1,4.328700000000003,1.252615338300593
O=C(CSc1nnc(C2CC2)n1CS)N[C@@H](c1ccccc1)C1CC1,3.4024000000000023,1.2509389083625448
CC(Cl)(Cl)c1c(C(=O)NCc2cccnc2-n2cccn2)oc2ccccc12,4.5938000000000025,1.2503821159451882
CCSC(SCC)=C1C(=O)CC(C)(C)CC1=O,3.6624000000000025,1.2476076555023936
Cc1c(C(=O)OCC(=O)N(C)C2(C#N)CCCCC2)oc2ccc(Br)cc12,4.345400000000004,1.2432733759476713
CC(C)c1ccccc1Cn1cc(NS(=O)(=O)c2ccc(Br)cc2)cn1,4.618100000000004,1.243008775724614
O=c1[nH]c2ccc(OCS)cc2cc1[C@H](c1nnnn1C[C@H]1CCCO1)N1CCCc2ccccc21,3.5019000000000013,1.2415862561713977
Cc1noc(C)c1[C@@H](C)NC(=O)N1CCC[C@H]1c1ccc(OCCCl)cc1,4.516740000000004,1.2412759937890931
C=CCN1C(=O)S/C(=C\c2ccc(OC(C)C)c(Cl)c2)C1=O,4.349500000000003,1.2410151908114102
Cc1ccc(C(N)=O)cc1NCc1c(C)nn(-c2ccc(F)cc2)c1C,3.647660000000003,1.2394590117869781
CCN(CC(C)(C)F)c1ncc2c(n1)CC[C@@H](C(=O)NCc1ccccc1)C2,3.4723000000000024,1.2393245412678646
CCOc1cc2c(cc1CNC(=O)c1ccccc1C)O[C@@H](C)C2,3.647120000000002,1.2391638578440078
Fc1ccc([C@H](NCc2cnc(-c3cccnc3)s2)[C@@H]2CCCO2)cc1,4.354100000000003,1.2384978952809966
Cc1ccc(NC(=O)N[C@H]2CCOc3c(Cl)cccc32)s1,4.355220000000002,1.2378875754490035
Cc1cc(C)c(-c2ccc([C@H](O)CN3CCOCC3)cc2)c(C)c1,3.6444600000000023,1.2377133835962064
Cc1csc([C@H]2CN(Cc3cccc(C)c3C)CCO2)n1,3.641860000000003,1.2363011177050982
CC(C)c1ccc2c(c1)[C@@H]([NH2+][C@@H]1CCO[C@]3(CCSC3)C1)CCCO2,3.6418000000000026,1.2362685907819186
CC(C)[C@@H]1CN(C(=O)c2ccc(OC(S)Cl)nn2)c2ccccc2N1,3.404500000000002,1.2358536793823547
CCN(CC)S(=O)(=O)c1ccc2c(c1)CCN2Cc1nc(-c2ccc(C)cc2)no1,3.638220000000003,1.2343330053312593
COc1ccc(-c2nnc(-c3cc4ccccc4[nH]3)s2)cc1,4.362000000000002,1.2342143906020548
COc1ccc(Cl)cc1CSc1ccc(N)cc1F,4.362200000000002,1.2341065922771974
CC[C@@H]1CC[C@](C#N)([C@H](O)c2c(C)cc(C)cc2C)C1,4.365340000000004,1.2324182987387733
COc1ccc(Nc2nc3ccc(C)cc3s2)cc1OC,4.365520000000003,1.2323217528853463
C[C@@H]1CCC[NH+](Cn2nc(-c3ccccc3)n(CC(C)(C)Cl)c2=S)C1,3.370790000000002,1.231976233880225
O=C(Cc1ccc2c(c1)OCCO2)N(Cc1nc2ccccc2c(=O)[nH]1)C(F)(Cl)Cl,3.3240000000000016,1.2315793461378193
CC(=O)c1ccccc1-c1ccc2c(c1)C[C@@H](CNC(=O)C(C)C)O2,3.6319000000000026,1.230940720707552
C[C@@H]1C[C@H](C(C)(F)Cl)CCN1C(=O)NCC(=O)N1CCc2ccccc2C1,3.305900000000002,1.2306348037616628
CN(C)c1cc(C(=O)Nc2cc(C(C)(C)C)sc2C#N)ccn1,3.630580000000002,1.2302361583736192
C[C@@H]1CCc2c(ccc3c4c(ccc23)C(=O)[C@@H](C)CC4)C1=O,4.369800000000004,1.230033581544749
O=C(Nc1nnc([C@@H]2CCCO2)s1)c1ccc(-c2ccccc2)s1,4.370400000000003,1.2297139521307634
O=C1Nc2ccccc2[C@@]12Oc1ccccc1[C@H]1CC(c3ccco3)=NN12,3.6282000000000023,1.2289692374981787
