,test_redox,test_redox_true,test_true_solu,pred_test_solu,test_redox_std,test_solu_std
88,1.0362236,0.9442942,-4.048124,-4.0259767,0.048090283,0.07404469
89,0.55916774,0.6350681,-3.4436946,-3.3928416,0.027079048,0.051080536
90,0.6628266,0.6803626,-4.1382327,-4.2316527,0.045364454,0.071681805
91,0.5190894,0.26150435,-2.8979352,-2.964115,0.050616235,0.063534535
92,0.052733697,0.07478638,-3.5772407,-3.6536672,0.04112877,0.056542065
93,0.2944892,0.2853448,-3.8244963,-3.761504,0.036423486,0.05803757
94,0.31137937,0.2824835,-3.5364337,-3.4763594,0.0325686,0.047498815
95,0.4998872,0.53637606,-3.6549983,-3.666252,0.02839797,0.05281559
96,0.38982433,0.38173562,-3.6087985,-3.5281036,0.029652938,0.04908409
97,0.4523953,0.4197854,-4.1248794,-4.0884905,0.039932247,0.06463751
98,0.6741856,0.63546383,-3.520877,-3.5048306,0.030979063,0.049017377
99,0.79766494,0.94472647,-3.6475945,-3.680733,0.036286857,0.0570452
100,-0.13487093,0.80542773,-4.047899,-4.0836053,0.065635055,0.08753349
101,0.29489288,0.25374827,-3.3546953,-3.3090243,0.031475544,0.04948046
102,0.23483731,0.23064443,-3.5520148,-3.5844603,0.03273783,0.050972663
103,1.052929,0.97595775,-4.164322,-4.2051167,0.05593365,0.07856456
104,0.41428602,0.4609157,-3.1696222,-3.1775608,0.026454374,0.04914493
105,0.34878123,0.41490895,-2.7982464,-2.8396075,0.040710237,0.08282159
106,0.6510393,0.8098293,-3.724205,-3.676483,0.033683907,0.05540329
107,0.7851492,0.67935807,-3.84609,-3.8346713,0.036955517,0.0627514
108,0.47269154,0.46010602,-4.261085,-4.2037144,0.04312575,0.07358672
109,0.4446512,0.4234321,-3.616184,-3.607062,0.029644273,0.054814283
110,0.533827,0.5513829,-3.3618753,-3.414017,0.02643936,0.047851063
111,0.5438641,0.5283704,-3.1766818,-3.1028194,0.03429852,0.05142339
112,0.40268043,0.49372378,-3.451434,-3.435827,0.0291927,0.051110126
113,0.9917711,1.0244058,-3.5104344,-3.5069227,0.038618285,0.054717615
114,0.6885627,0.6656358,-3.617185,-3.6255114,0.033144295,0.055148706
115,0.6116997,0.64669,-4.0288534,-4.029398,0.039260853,0.064012304
116,0.4690831,0.45286134,-3.532537,-3.5342767,0.02746017,0.050868027
117,1.1167488,1.1016195,-3.7271762,-3.779,0.042841863,0.065337874
118,0.5616234,0.6152457,-2.8689797,-2.858013,0.022419475,0.04947834
119,0.3434367,0.31148046,-3.396099,-3.4656632,0.027985547,0.052673187
120,0.8853534,0.9308946,-3.0372834,-3.01645,0.03710331,0.052558836
121,0.5420627,0.6202683,-4.1212606,-4.12371,0.04442872,0.06738801
122,0.4036112,0.45866317,-3.794436,-3.8412793,0.035555076,0.06015441
123,1.1450139,1.1918614,-4.112245,-4.0570636,0.054202966,0.081079416
124,1.140082,1.1710771,-4.364891,-4.396395,0.054622144,0.08186428
125,0.41824296,0.46671146,-3.274793,-3.254493,0.02270923,0.049562257
126,0.7529858,0.80547035,-4.3706007,-4.3389854,0.049723268,0.07694517
127,0.20810115,0.3372813,-3.4354587,-3.5267828,0.044895533,0.053527385
128,0.050645057,-0.093965985,-4.254949,-4.319489,0.052587572,0.07638339
129,0.6408094,0.72865236,-3.1868124,-3.1612144,0.027291382,0.047059532
130,0.3629699,0.50411594,-4.4939694,-4.5578704,0.054554306,0.08205542
131,0.5068575,0.63062996,-3.3118713,-3.2961426,0.024735011,0.045955576
132,0.7946652,0.83384633,-3.089644,-3.1309137,0.031596992,0.047084358
133,0.42371258,0.406471,-3.9914782,-3.971038,0.03641105,0.061711244
134,0.14551817,0.26989964,-3.5122888,-3.4668329,0.036022827,0.05132629
135,0.5846791,0.58248025,-3.5871387,-3.6126647,0.029328382,0.04850211
136,0.5372228,0.5246811,-4.260527,-4.187094,0.043657776,0.07282667
137,0.46249512,0.5938404,-4.2651625,-4.1884446,0.04516187,0.072425075
138,0.21154794,0.54559934,-3.6283906,-3.505847,0.040160734,0.059057258
139,0.435683,0.4707843,-3.787011,-3.8007429,0.03127574,0.057825107
140,-0.2826988,-0.29925224,-4.124981,-4.055876,0.058479317,0.0763281
141,-0.011642516,-0.008941434,-4.152063,-4.0860076,0.05083868,0.06931811
142,0.48962575,0.6860183,-4.108999,-4.0752563,0.04474586,0.06773784
143,-0.21539532,-0.31832585,-4.102334,-4.1045513,0.056901015,0.07805472
144,-0.027829576,-0.084304385,-4.222504,-4.1254487,0.056612093,0.07232069
145,0.3006218,0.24640009,-4.0029078,-4.0249653,0.03830933,0.063446544
146,0.3200671,0.28392634,-3.6973472,-3.6101775,0.034195527,0.049362045
147,0.65242994,0.5324676,-4.1602764,-4.176477,0.046855975,0.082349375
148,0.5907088,0.4962868,-4.2194114,-4.260541,0.042737108,0.07320694
149,0.640119,0.6278965,-4.610895,-4.58071,0.05707042,0.09213576
150,0.3360338,0.29017258,-4.103565,-4.1408353,0.04622908,0.06905713
151,0.6767745,0.7536374,-2.5333724,-2.4873917,0.07113824,0.11774034
152,0.31399882,0.29427588,-3.8770857,-3.9207819,0.03848544,0.061952177
153,0.7889073,0.73801565,-3.4968066,-3.4582336,0.03614756,0.055200227
154,0.96355146,1.0635393,-3.7492018,-3.6620965,0.034124766,0.05401127
155,0.54959816,0.56730294,-3.7093763,-3.718849,0.03049154,0.052687947
156,0.8894757,0.8001677,-3.0404582,-3.022975,0.036277793,0.05820605
157,0.37720042,0.35827258,-3.2570271,-3.1508324,0.032275066,0.06502154
158,0.3411546,0.33116895,-4.0748286,-4.1261034,0.038951747,0.06381536
159,0.34532756,0.28693378,-3.9198456,-3.921779,0.045967385,0.07468478
160,0.28951263,0.24814126,-3.1473947,-3.1587238,0.030205235,0.048393063
161,0.3645679,0.39036226,-4.2352557,-4.187458,0.041652367,0.07264578
162,0.84798944,0.87602985,-3.676451,-3.6544397,0.03458384,0.051373497
163,0.64866775,0.65317374,-4.1021833,-4.113275,0.041454416,0.06933669
164,0.9452921,0.98057246,-3.2338872,-3.17104,0.036225367,0.05513048
165,0.67812943,0.7006781,-4.0728207,-4.154436,0.045107502,0.06862449
166,0.6997362,0.6310683,-4.0916595,-4.060484,0.04159349,0.064895764
167,0.44010895,0.48788542,-3.1236887,-3.148517,0.025977356,0.048894998
168,0.21000898,0.22273009,-4.549249,-4.566351,0.05293913,0.08464829
169,0.3886919,0.29484206,-4.013832,-4.115163,0.041967645,0.0685917
170,0.26732346,0.21732396,-3.529562,-3.591677,0.033393357,0.04981631
171,0.014338271,0.044255227,-3.218104,-3.3024414,0.04464749,0.06437592
172,-0.0077452813,-0.10237956,-4.0907173,-4.0576673,0.049754612,0.06310645
173,0.54567355,0.5148429,-4.1971087,-4.1210837,0.041629795,0.07560933
174,0.42358273,0.2174092,-3.912893,-3.9352522,0.035529874,0.06322228
175,1.1866157,1.2186241,-3.170869,-3.1535554,0.04862507,0.07024664
176,0.23032804,0.1977816,-3.4182181,-3.4107063,0.033959415,0.05392708
177,0.6080714,0.70190793,-3.5580475,-3.5596118,0.04111164,0.054164387
178,0.82903653,0.85402185,-3.7507653,-3.7545197,0.036253568,0.053487673
179,0.5340494,0.504189,-3.5670373,-3.6023943,0.031972215,0.052588526
180,0.59015286,0.6095717,-4.3666005,-4.3596067,0.049163222,0.07638327
181,0.40657884,0.41392878,-3.3933463,-3.3778243,0.030634008,0.050869953
182,-0.029809449,-0.063891426,-3.4603581,-3.481646,0.04683175,0.058855668
183,0.68321854,0.71265924,-4.187792,-4.159855,0.04352231,0.06870956
184,0.8064265,-0.009099721,-4.1187577,-4.202761,0.053250432,0.07831012
185,0.95650744,0.91297776,-3.9114385,-3.8839452,0.04416472,0.06153556
186,0.71414506,0.89578533,-4.3392415,-4.199445,0.04624752,0.07819451
187,0.25674668,0.26518148,-4.069314,-4.0780497,0.04454147,0.06907145
188,0.89194435,0.8701002,-3.3621218,-3.3211112,0.034325566,0.048910916
189,1.0753803,1.0405816,-3.2847533,-3.369794,0.042592756,0.060829457
190,0.6368628,0.63181716,-4.0327725,-3.9842126,0.03937537,0.06342339
191,0.4313338,-0.029366564,-3.3531947,-3.3742085,0.028016362,0.05403007
192,0.32233962,0.54411995,-3.7830067,-3.7798052,0.042225268,0.059575807
193,0.35961068,0.10420953,-3.821399,-3.8678238,0.041339643,0.06436015
194,1.0763892,1.0634723,-4.248771,-4.163196,0.04847653,0.07181011
195,0.032155916,0.037655868,-4.2366166,-4.2368703,0.04949556,0.074718155
196,0.5036228,0.52126575,-3.0509257,-3.0286443,0.024565116,0.0511121
197,0.23583555,0.18405323,-3.4265826,-3.4284754,0.03591386,0.05341493
198,0.12240239,0.2327935,-3.5757864,-3.5802658,0.041647475,0.058772814
199,0.61111754,0.47328037,-2.7742908,-2.7127523,0.052189503,0.08568166
200,0.60627085,0.6193551,-2.9712284,-2.961105,0.03609136,0.05034319
201,0.35929492,0.39067274,-3.7688165,-3.7958124,0.035586707,0.05666781
202,0.49407396,0.5231043,-3.4041939,-3.3993468,0.02601309,0.047899902
203,0.5160808,0.56486166,-3.9906363,-4.007628,0.038288914,0.06296606
204,0.45698506,0.4131617,-2.4757264,-2.47142,0.06699099,0.1299235
205,0.69659704,0.82241315,-3.939946,-3.8745608,0.03680785,0.061650705
206,0.38089558,0.38430473,-3.487191,-3.5266747,0.031045364,0.05018863
207,1.2945685,1.402566,-3.471582,-3.5456674,0.04924836,0.06925126
208,0.5191267,0.37872207,-4.2102942,-4.183666,0.04266362,0.06963016
209,0.3178953,0.2748309,-4.0703163,-4.106581,0.04136802,0.068641394
210,0.6601481,0.6469701,-3.8966074,-3.9192333,0.03734016,0.057893556
211,0.48507732,0.43049413,-3.7587934,-3.80252,0.030425048,0.0581406
212,0.8945829,0.88949645,-3.4586225,-3.529539,0.033719167,0.055878315
213,-0.02572958,-0.09182302,-4.2633386,-4.157249,0.05153422,0.0703284
214,-0.07020838,0.050824143,-3.8571303,-3.809786,0.047848497,0.062678136
215,0.9373317,0.6484799,-3.4954948,-3.4385679,0.03772731,0.054711018
216,0.22557735,0.19363569,-3.1037085,-3.1563733,0.03926131,0.05844314
217,0.69060415,0.6207675,-3.6788945,-3.681172,0.033007804,0.0548143
218,0.5904944,0.6048535,-3.8395324,-3.845286,0.0348501,0.056634463
219,0.018245088,-0.048525397,-3.815229,-3.74325,0.044032373,0.059547797
220,0.07863613,-0.14614595,-3.2072296,-3.2489548,0.058165997,0.0749436
221,1.1273979,1.1927686,-3.5300648,-3.4730167,0.042493396,0.05950924
222,0.342097,0.29586482,-4.172347,-4.1101475,0.046919353,0.06899334
223,0.82706857,0.97546464,-3.4360764,-3.4593976,0.03109411,0.047915906
224,0.6551473,0.6778483,-3.4274898,-3.4552703,0.026363757,0.04978614
225,1.0529808,1.2319568,-3.2249615,-3.239859,0.038667772,0.059062317
226,0.8146154,0.7281714,-3.9970698,-3.932363,0.037489947,0.06278677
227,0.48997673,0.39182946,-3.2812886,-3.344755,0.045098495,0.057466052
228,-0.044857558,-0.056987673,-4.419765,-4.336405,0.05581659,0.07781913
229,0.6192267,0.6153492,-3.5245724,-3.4482312,0.027560478,0.0494186
230,0.7240563,0.7018592,-3.9117088,-3.9526763,0.037242737,0.06318749
231,0.62635344,0.62740946,-3.8354099,-3.8118162,0.033379175,0.053498838
232,0.7222053,0.74868786,-3.7213144,-3.7307687,0.03412657,0.058139693
233,0.701665,0.7099684,-4.0331674,-4.087186,0.042863067,0.070154645
234,0.6309842,0.65547496,-3.990311,-4.0093174,0.03856837,0.06301057
235,0.5219214,0.5255943,-2.7951713,-2.765023,0.030481959,0.06520148
236,0.59139866,0.59426653,-3.2967448,-3.2760458,0.027882338,0.048810143
237,0.32393757,0.48263758,-3.960594,-3.9367175,0.044704735,0.07377878
238,0.5235208,0.5358586,-3.9824224,-4.0564036,0.04018079,0.06516142
239,0.048949767,0.04086423,-4.005147,-4.0302634,0.04800587,0.06687028
240,0.4097883,0.51103795,-4.781624,-4.6948233,0.060690682,0.09172999
241,0.46404415,0.49208003,-3.7468238,-3.7834182,0.031090891,0.06360193
242,0.52856183,0.44236568,-3.8981922,-4.004609,0.038352236,0.06778074
243,0.50465393,0.31835988,-4.0394387,-4.0452986,0.04013443,0.06894738
244,0.44018286,0.40889403,-3.0705824,-3.040029,0.028734153,0.051200986
245,0.76679987,0.9356676,-3.6171803,-3.5447242,0.03778701,0.05559426
246,0.2050767,0.27226788,-4.028747,-4.04591,0.04309169,0.062209148
247,0.81580055,0.85611004,-3.832438,-3.8381326,0.037102796,0.061148126
248,0.3163456,0.27590847,-3.6894994,-3.6463609,0.033033375,0.051864
249,0.5811449,0.51044744,-4.2108483,-4.2217894,0.044642575,0.071635745
250,0.5380719,0.5800694,-3.6326735,-3.7087839,0.030839587,0.062301476
251,0.45804635,0.44196388,-3.8140738,-3.8428671,0.03331897,0.055993784
252,0.47924653,0.49336457,-3.9417639,-3.9389672,0.031847037,0.0639003
253,0.569091,0.5704078,-2.9381485,-2.9114487,0.027074818,0.05988878
254,0.43391266,0.63555515,-3.4546256,-3.4134586,0.026377717,0.051005237
255,0.46231607,0.48825678,-3.4376993,-3.4325213,0.034238726,0.05316248
256,0.3077045,0.23479034,-4.0957465,-4.0251417,0.042536683,0.06527521
257,0.67554617,0.71560585,-3.7807353,-3.754415,0.035562485,0.05483765
258,0.9368095,0.84890187,-3.29556,-3.259212,0.040564917,0.053975552
259,0.7193819,0.6652644,-3.9287694,-3.9462802,0.03825754,0.05728023
260,0.7538092,0.7582581,-3.5282812,-3.5860674,0.03728904,0.05563298
261,0.4386112,0.51615185,-3.454022,-3.4671943,0.03074629,0.053510386
262,0.564111,0.43143168,-3.381458,-3.3778393,0.041260526,0.054349776
263,0.75050825,0.8230341,-3.5533755,-3.5515113,0.039165527,0.05207518
264,0.48755372,0.56265175,-4.128275,-4.1185546,0.039926503,0.06688546
265,0.7075658,0.609383,-4.1113,-4.0974007,0.042171244,0.06721711
266,0.5201995,0.5586763,-4.072955,-4.07693,0.040471427,0.06104021
267,0.5245512,0.15545803,-3.4172397,-3.4431107,0.025535598,0.051845443
268,0.59933573,0.55831105,-3.2732286,-3.2537503,0.02609831,0.04735427
269,0.7847799,0.83954465,-3.9082735,-3.8715491,0.045982037,0.06512104
270,0.31446978,0.37515453,-3.7996082,-3.750002,0.039469156,0.05614247
271,0.28918344,0.22685163,-3.6589193,-3.6835818,0.0380639,0.057100378
272,1.1995707,1.1203157,-3.7469726,-3.7765446,0.058762148,0.08273496
273,0.554418,0.6078488,-3.66566,-3.57348,0.02729962,0.047307115
274,0.5607273,0.5472492,-3.84504,-3.8747344,0.03450676,0.05923655
275,0.93420655,1.0175142,-3.4067745,-3.3750548,0.04057765,0.0555551
276,0.46453887,0.42068642,-3.332303,-3.4295661,0.02599451,0.04463431
277,0.25433692,0.2551607,-3.924874,-3.9378877,0.0419794,0.06582808
278,0.84581214,0.7616674,-3.804156,-3.890712,0.043516755,0.061425805
279,0.5719798,0.52593523,-3.012666,-2.9101887,0.028138444,0.055746794
280,0.472814,0.47202018,-3.8212335,-3.8399534,0.032881908,0.05842357
281,0.004758199,0.008159667,-4.075264,-4.052423,0.051057294,0.07685386
282,0.664163,0.65739876,-4.209742,-4.086272,0.04462114,0.061591025
283,1.0977604,1.0974554,-3.073237,-3.0894024,0.0531956,0.073372275
284,0.5644556,0.61385155,-3.5979626,-3.5826547,0.03173451,0.052045736
285,0.6290967,0.62879753,-3.8620703,-3.863696,0.034245733,0.05594954
286,0.3849978,0.3879697,-3.5630927,-3.537309,0.031699892,0.04981617
287,0.27033693,0.2823191,-3.5491848,-3.3910792,0.03378275,0.05193261
288,0.8959741,0.957773,-3.8976169,-3.907649,0.04650526,0.062111173
289,0.56414133,0.5840753,-4.12765,-4.082849,0.040399607,0.06318811
290,0.36465794,0.31078643,-3.6267526,-3.599758,0.030958293,0.05244639
291,0.18224591,0.21842588,-3.329136,-3.3297687,0.037892334,0.056470875
292,0.98960423,0.8409875,-3.504342,-3.4551787,0.0455589,0.059674595
293,0.40193695,0.48618686,-4.344825,-4.3582287,0.048465908,0.08023286
294,1.1250702,1.11827,-4.0334063,-4.0558867,0.05469489,0.068246365
295,0.86976594,0.8189491,-3.8058147,-3.7479415,0.04241213,0.05767452
296,0.18674576,0.12707594,-3.8567333,-3.8495896,0.04113667,0.059703767
297,0.13936982,0.18626924,-3.7397017,-3.6433704,0.04088074,0.063033134
298,0.9251256,1.0937052,-3.0764692,-3.0527658,0.043369215,0.05649292
299,0.45988166,0.16983172,-3.9891992,-4.05991,0.04228179,0.063342154
300,0.45084512,0.4931941,-4.2874813,-4.28355,0.044716343,0.06922111
301,0.6015482,0.64191705,-4.0568533,-3.9775305,0.037954308,0.060218986
302,1.4478096,1.397032,-4.474605,-4.461121,0.075038075,0.09729126
303,0.63970536,0.59874123,-3.801751,-3.829543,0.033945903,0.053253222
304,0.4447097,0.5046882,-4.6037407,-4.5659895,0.053023435,0.08296763
305,0.12065463,0.13676189,-3.5252075,-3.503548,0.0409388,0.059560776
306,0.015710799,-0.045743197,-3.6416426,-3.6607273,0.048205264,0.072890244
307,0.6086806,0.6400298,-3.8707948,-3.8813183,0.035875145,0.05590575
308,0.5663972,0.5433103,-3.3633902,-3.2619803,0.023241859,0.0541667
309,0.58333945,0.5689041,-4.5071583,-4.5603423,0.053518612,0.079656735
310,0.2626283,0.20746146,-3.3992543,-3.4137683,0.035373893,0.05491484
311,0.9652998,0.97884953,-3.4556904,-3.4635801,0.044140406,0.054569904
312,0.4413898,0.4509132,-3.5340917,-3.5838048,0.028845377,0.054400712
313,0.43104863,0.35982502,-2.793311,-2.8106718,0.034614764,0.0670326
314,0.60815823,0.6597122,-3.4446998,-3.4932046,0.028359013,0.04731796
315,0.55169934,0.59721315,-3.862915,-3.8791528,0.04191199,0.06321471
316,0.35588855,0.38616157,-4.0117426,-3.9312322,0.043737788,0.06494541
317,0.43493202,0.4345609,-2.63373,-2.628832,0.04921389,0.10197736
318,0.5342467,0.5479493,-3.6738625,-3.625836,0.03148881,0.04999252
319,0.5462943,0.53086644,-3.295545,-3.2383306,0.02496006,0.04207637
320,1.138399,1.1430116,-2.8224273,-2.7985709,0.06552127,0.103977844
321,1.1135598,0.8379801,-2.8021083,-2.9738674,0.05745974,0.080635324
322,0.44308686,0.30853388,-3.560612,-3.5462055,0.030081036,0.049187884
323,1.074804,1.0606596,-3.5592985,-3.5726032,0.048763257,0.05897311
324,0.7391486,0.7920159,-4.04053,-3.9540863,0.04504714,0.06029437
325,0.7672231,0.7213285,-4.2264323,-4.20285,0.046829868,0.06993147
326,0.59593505,0.58794725,-2.9897256,-3.0439253,0.027824795,0.05176569
327,0.3122677,0.30001682,-3.7146935,-3.716094,0.03887301,0.058751702
328,0.32762772,0.32864246,-3.499846,-3.4782805,0.03137182,0.050112322
329,0.6337293,1.1585603,-3.8380575,-3.900907,0.042609226,0.063222304
330,0.9502556,0.90756553,-3.5295033,-3.5141022,0.041280247,0.058642857
331,0.17380399,0.10759444,-3.5893097,-3.5769265,0.036626164,0.056071125
332,0.6451226,0.7461918,-3.0423436,-2.958274,0.036401883,0.050039288
333,1.2483824,1.2394754,-3.2662923,-3.2485113,0.058354087,0.07081513
334,0.90598184,0.91776896,-3.3779922,-3.3841305,0.03978077,0.05040004
335,1.20893,1.3047019,-3.1856837,-3.2003639,0.05772594,0.07434479
336,0.89335525,0.8790373,-4.07882,-4.1009154,0.050026435,0.06571592
337,0.6038846,0.6635842,-4.0088506,-3.9566522,0.04020872,0.057213254
338,0.44903404,0.5481015,-4.1433263,-4.162609,0.04255295,0.07116367
339,1.2066602,1.0617007,-3.5659564,-3.573033,0.057863887,0.07512527
340,0.14174956,-0.24491104,-3.599733,-3.5457008,0.039373744,0.060766947
341,0.72167325,0.71171564,-4.506542,-4.465593,0.04993853,0.07831987
342,1.333368,1.2330769,-3.432019,-3.4431665,0.06050718,0.08472692
343,0.8916561,0.84799474,-4.335312,-4.3094087,0.05587206,0.08048492
344,0.65142775,0.63077,-3.9600415,-3.9543612,0.039255645,0.05840685
345,0.6340905,0.6553715,-3.2069604,-3.2580478,0.02754946,0.0492367
346,0.52472824,0.5469509,-3.5343614,-3.4872973,0.02735134,0.047565077
347,0.84174246,0.8931066,-3.2505202,-3.2632744,0.037451357,0.050360393
348,0.37973762,0.36070776,-4.46089,-4.4404006,0.05238689,0.077281095
349,0.3137551,0.3846274,-3.4050891,-3.4700272,0.033026665,0.05486095
350,0.49216655,0.50547963,-3.9702618,-3.9502027,0.03674347,0.060700256
351,0.45970932,0.44713864,-4.226764,-4.144697,0.04067695,0.06694044
352,0.5403913,0.43853027,-3.8473763,-3.889989,0.034543052,0.058886744
