smiles,logp,reward,episode
Cc1ccc(NC(=O)c2cc(=O)c3cc(C(Br)(Br)Br)ccc3o2)cc1C,5.9571400000000025,6.574161276595747,2600
Cc1cc(C(Br)(Br)Br)nc(-n2nc(C)cc2NC(=O)c2cccc3ccccc23)n1,5.9796400000000025,6.569640000000002,3702
Cc1oc(C(Br)Br)cc1-c1nnc(CN(Cc2ccco2)C2CCCC2)o1,5.9642200000000045,6.569483157894742,4760
Cc1cc(C[C@H](C)N[C@H](CC(Br)(Br)Br)c2ccc(Cl)s2)[nH]n1,5.9235200000000034,6.533520000000004,2425
Cc1ccc(NC(=O)NNc2nc3ccccc3s2)c(OC(Br)(Br)Br)c1,5.928120000000002,6.529971851851854,2818
Cc1ccc(NC(=O)[C@H]2C[C@H]2c2ccccc2Cl)c(C(=O)NC(Br)(Br)Br)c1,5.916420000000003,6.520193584905663,1292
CC(Br)(Br)c1ccc(OCC(=O)Oc2ccc(C(=O)Nc3ccccc3)cc2)cc1,5.885800000000003,6.505365217391308,446
Cc1cc2cc(CC(Br)(Br)Br)ccc2nc1SCC(=O)Nc1ccc(S(=O)(=O)N(C)C)cc1,5.905320000000004,6.496986666666671,2543
Cc1cc2c(cc1C(Br)Br)nc([C@@H](C)O)n2Cc1ccccc1Cl,5.888120000000004,6.492286666666671,3213
COc1ccc(CCc2nc3nccc(-c4ccc(OC(Br)(Br)Br)cc4F)n3n2)cc1OC,5.907600000000003,6.483871186440681,2203
CN(c1ccccc1OC(Br)(Br)Br)S(=O)(=O)c1cccc2ccccc12,5.839700000000003,6.4738463414634175,3313
O=C(Nc1ccc(Cl)cc1)Nc1nnc(COc2ccccc2CC=CBr)s1,5.865600000000002,6.467294915254239,2142
Cc1sc(NC(=O)[C@H](C)Sc2nnc3cc(C)c4ccccc4n23)nc1C(Br)Br,5.863540000000003,6.46031419354839,2069
COc1ccc(N2C[C@@H](C(=O)Nc3ccc4c(ccn4CCC(Br)(Br)Br)c3)CC2=O)cc1,5.870100000000004,6.457401587301591,3654
Cc1ccc([C@H](C)NC(=O)Nc2cccc(C(=O)NC(Br)(Br)Br)c2C)cc1F,5.851040000000003,6.454813584905663,2095
N#C/C(=C\c1ccccc1)C(=O)OCC(=O)Nc1ccc(C(Br)(Br)Br)cc1Br,5.832980000000003,6.4490514285714315,4526
Nc1ccc(SCc2cc(Cl)ccc2OC(Br)Br)c(F)c1,5.805800000000001,6.444097872340427,3938
Cc1ccc(Cl)cc1-n1ncc2c(NCc3ccc(OC(Br)Br)cc3)ncnc21,5.8416200000000025,6.441620000000002,2567
CN(C(=O)COC(=O)c1oc2ccc(Br)cc2c1C(Br)Br)C1(C#N)CCCCC1,5.825380000000004,6.4221541935483915,1644
CN(C)c1ccc(/C=N/N=C2\S[C@H](CC(Br)(Br)Br)C(=O)N2Cc2ccccc2)cc1,5.815300000000005,6.413514285714291,3858
COC(=O)C1=C(C)Nc2nc(SCCCC(Br)(Br)Br)nn2[C@H]1c1sccc1C,5.820720000000004,6.409429677419359,3066
Cc1cc(C(Br)(Br)Br)ccc1NC(=O)[C@H](Cc1ccccc1)NS(=O)(=O)c1cccc2nsnc12,5.823020000000004,6.408957500000004,3895
C[C@H](CC(=O)N[C@@H]1CC=CCC1)c1ccc(CC(Br)(Br)Br)cc1,5.786100000000005,6.400683333333338,3253
CCc1ccc(CC(Br)(Br)Br)cc1[C@H](NC)C(F)(F)C(F)F,5.790900000000003,6.3934641025641055,2568
O=C(Nc1ccc(Nc2ccccc2)cc1)c1cnc2[nH]nc(C(Br)Br)c2c1,5.742200000000002,6.389258823529414,4779
Cc1c(C(=O)COC(=O)c2cc(Cl)c3c(c2)OCCCO3)cc(C(Br)Br)n1C1CC1,5.774220000000003,6.377394603174606,4735
CC(CBr)c1ccccc1NC(=O)[C@H](C)[S@](=O)Cc1ccc(Cl)cc1Cl,5.767700000000004,6.365739215686278,1384
O=C(COc1ccc(C(Br)Br)cc1)Oc1ccc(C(=O)Nc2ccccc2)cc1,5.711700000000003,6.3499978723404285,1715
Cc1ccc(-c2nc(C(=O)OCC(=O)c3cc(F)ccc3OC(Br)Br)cs2)cc1,5.749520000000003,6.3443475862069,4523
Cc1cc(C)n(-c2nnc(S[C@@H](C)C(=O)Nc3cccc(C(Br)(Br)C(Br)(Br)Br)c3)n2N)n1,5.694840000000003,6.3312036363636395,4931
O=C(N[C@@H]1[C@H]2CCC[C@H]2[C@H]1c1ccccc1)c1ccc(C(Br)(Br)Br)nc1,5.688700000000004,6.328700000000004,3426
O=C(Nc1nc(C(Br)Br)c(Cc2ccc([N+](=O)[O-])cc2)s1)c1ccccc1,5.682800000000003,6.31916363636364,3915
O=C(c1ccccc1NS(=O)(=O)c1ccc(OCBr)cc1)N1CCC(c2c[nH]c3ccccc23)CC1,5.719700000000005,6.3181848484848535,1895
CC(C)Oc1ccc([C@@H](C)NC(=O)c2cc3c(C(Br)Br)nn(C)c3s2)cc1,5.701400000000004,6.317471428571433,1824
O=C1c2[nH]nc(-c3cc(Cl)ccc3O)c2[C@H](c2cccc(OCCCBr)c2)N1Cc1cccnc1,5.739900000000005,6.313233333333338,1361
Cc1cccc([C@H]2C[C@@H](c3ccc(CC(Br)(Br)Br)cc3)Nc3nc(N)nn32)c1,5.6960200000000025,6.294234285714288,2133
Fc1ccccc1CSc1nnc(-c2ccccc2)n1C(Br)Br,5.6224000000000025,6.2890666666666695,4771
COc1cc(CNC(=O)c2c(N3CCCC3=O)c3cc(C)ccc3n2C)ccc1OC(Br)(Br)Br,5.726920000000005,6.274539047619053,2091
Cn1cc(/C=C/C(=O)N2CC[C@@H](c3ccccc3OC(Br)Br)C2)c2ccccc21,5.659800000000004,6.259800000000004,2908
Cc1ccc(COc2ccc([C@H]3C4=C(CC(C)(C)CC4=O)Nc4nnnn43)cc2OC(Br)Br)cc1,5.670820000000005,6.257776521739136,2488
COc1cc(/C=C2/SC(=O)N(CC(=O)Nc3ccc(F)cc3)C2=O)ccc1OC(Br)(Br)Br,5.684100000000003,6.251896610169494,3326
CCC(Br)(Br)Br.Cc1ccc(C(=O)N/C(=C/c2cccs2)C(N)=O)cc1,5.547620000000004,6.235120000000004,3634
COc1ccc(OC)c(-c2cc(-c3ccc(OC(Br)(Br)Br)cc3)nc3ncnn23)c1,5.650300000000003,6.231932653061228,3320
CC(Cc1nnc(NC(=O)c2ccc(/C=C3/SC(=S)N(C)C3=O)cc2)s1)C(Br)(Br)Br,5.638500000000003,6.220467213114757,3299
Cc1c(C(Br)Br)sc2nc(S[C@H](C(=O)NC3CC3)c3ccc(F)cc3)nc(N)c12,5.621420000000002,6.218194193548389,2906
CC(Br)C1(C(I)(I)C(I)(I)I)CCN(C(=O)CS)C1,5.443400000000003,6.216127272727276,4974
O=C(COc1cc(CBr)c2c(c1)O/C(=C\c1cccc(F)c1)C2=O)c1ccccc1,5.598500000000005,6.211403225806457,3091
O=C(Nc1cccc(C(Br)(Br)Br)c1)c1cccn(Cc2ccccc2F)c1=O,5.583000000000003,6.21027272727273,4634
CC(CCNC(=O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12)C(Br)Br,5.629500000000005,6.204971698113212,4578
COc1cc([C@@H](C)NC(=O)N(C)[C@H](C)c2ccccc2)ccc1OC(Br)Br,5.611000000000005,6.196106382978728,3996
Cc1ccccc1-c1cc(NC(=O)Cc2ccc(C(Br)(Br)Br)c(O)c2)n(C)n1,5.577320000000004,6.181093584905664,3921
Cc1cc(C(Br)(Br)Br)ccc1NC(=O)c1nnn(-c2ccc(F)cc2)c1C,5.570540000000003,6.180540000000003,2533
CC(C)n1c([C@H](C)[NH2+][C@@H]2CCCc3nc(C(Br)Br)sc32)nc2ccccc21,5.564100000000005,6.169363157894742,4704
O=C1c2cnc3c(c(CBr)nn3-c3ccc(F)c(F)c3)c2C(=O)N1c1cccc2ccccc12,5.547400000000003,6.158511111111114,1336
C[C@H](NC(=O)c1cnc2ccc(C(Br)(Br)Br)cn12)c1nc(C2CCCCC2)no1,5.551000000000004,6.155838709677423,3430
O=C(CNC(=O)C1(c2ccccc2)CC1)Nc1ccc(Br)cc1C(Br)(Br)Br,5.530600000000002,6.1506000000000025,4998
Cc1c(NC(=O)CN(c2ccccc2F)C2CCCC2)c(C(Br)(Br)Br)nn1C,5.550320000000005,6.14681122807018,3946
Cc1noc(CC(Br)Br)c1NC(=O)C[C@H](C)c1ccc(Br)cc1,5.536220000000004,6.138260816326534,4847
CC(=O)c1ccc(SCC(=O)Nc2ccc(OC(Br)Br)c(C)c2)c(F)c1,5.519720000000003,6.130831111111114,2358
Fc1ccc2c(c1)CC[C@@H]2N[C@@H](COC(Br)Br)c1ccc(F)c(F)c1,5.512100000000003,6.127484615384618,2920
O=C1OCC[C@@H]1Sc1nnc(-c2ccc(OC(Br)(Br)Br)cc2)n1-c1ccccc1,5.516700000000003,6.12384285714286,4099
CC[C@H]1C[C@@H](OC[C@@H]2CSc3ccccc32)CC(C)(C)C1,5.497400000000005,6.122400000000005,1455
Cc1cccc(C(Br)(Br)Br)c1NC(=O)CN(C)C(=O)[C@@H](NC(=O)Nc1ccccc1)C(C)C,5.533220000000005,6.1181256603773635,1142
CC[C@H](C(=O)OC(Br)(Br)C(Br)(Br)Br)c1nc(CC(F)(F)F)no1,5.493300000000002,6.115522222222225,2249
Cc1ncc(C[NH+](C)Cc2csc([C@@H](C)OC(Br)(Br)C(Br)(Br)Br)n2)s1,5.482620000000003,6.110070980392161,2865
COc1ccc(C2=C(O)C(=O)N(Cc3ccc(SC)cc3)[C@@H]2c2ccccc2F)cc1,5.609000000000004,6.109000000000004,1362
CN(C(=O)[C@H]1CSCN1C(=O)/C=C/c1cc(C(F)(F)F)ccc1Cl)C(Br)(Br)Br,5.5279000000000025,6.106847368421056,4308
O=C(NCc1noc(-c2ccc(OC(Br)(Br)Br)cc2)n1)c1ccccc1Cl,5.4948000000000015,6.105911111111112,3255
COc1cc(NC(=O)N[C@@H](C)c2nc(C)cs2)ccc1OC(Br)(Br)Br,5.517620000000003,6.096051372549022,2904
CCSC(SCC(Br)(Br)Br)=C1C(=O)CC(C)(C)CC1=O,5.481000000000003,6.090375000000003,4602
C[C@]1(C(=O)Nc2cc(C(Br)Br)nc3ccccc23)Sc2ccccc2NC1=O,5.464800000000002,6.087607017543862,637
BrCc1nc(Oc2cccnc2)c2c(-c3ccccc3)csc2n1,5.440500000000003,6.084730769230772,3172
Cc1ccc(NC(=O)c2cc(=O)c3cc(C(Br)Br)ccc3o2)cc1C,5.450540000000002,6.083193061224492,1008
Oc1cccc2c1CC[C@H]2Nc1cc(C(Br)Br)c(Br)cn1,5.437500000000002,6.0747549019607865,2014
Cc1cc(C(Br)Br)nc(-n2nc(C)cc2NC(=O)c2cccc3ccccc23)n1,5.473040000000003,6.071079215686277,1655
C[C@H]1C(C(=O)OC(Br)(Br)Br)=NC2=C1C(=O)C[C@H](c1ccccc1Cl)C2,5.470500000000003,6.070500000000003,3298
Cn1c(=O)c2c(-c3cccc(Br)c3)n(-c3cc(C(Br)(Br)Br)ccc3O)cc2n(C)c1=O,5.458000000000003,6.067090909090912,4667
Cc1ccccc1C(=O)NCc1cc2c(cc1OCC(Br)(Br)Br)C[C@H](C)O2,5.465720000000005,6.060547586206901,1598
O=C(Nc1ccccc1C(=O)OC(Br)Br)c1ccc(Cl)cc1I,5.427100000000002,6.060433333333336,1893
O=C(Nc1cccn(C(Br)(Br)Br)c1=O)C1(c2ccc(Br)cc2)CCC1,5.423700000000002,6.056353061224492,3458
CN(C(=O)c1nc(C2CC2)n2ccccc12)[C@@H](Cc1ccc(O)cc1)C(Br)(Br)Br,5.439100000000003,6.049269491525427,2136
Cc1c(C(=O)N[C@H](C)c2nc[nH]n2)cc(C(Br)(Br)Br)n1-c1cccc(Br)c1,5.452320000000003,6.0471475862069,1422
CC(C)n1ncc2cc(CN3CCSC[C@H]3c3ccc(CBr)o3)c(Cl)nc21,5.443600000000004,6.043600000000004,4331
CC(c1ccc2c(c1)[C@@H]([NH2+][C@@H]1CCO[C@]3(CCSC3)C1)CCCO2)C(Br)(Br)Br,5.460400000000005,6.035400000000005,1867
Cc1oncc1C(=O)Nc1ccc(C(=O)N[C@H](C)C(Br)(Br)C(Br)(Br)Br)c(O)c1,5.383820000000003,6.029274545454548,4061
O=S(=O)(c1ccc2c(c1)[C@H]1C=CC[C@@H]1[C@H](c1cccnc1)N2)N1CCC(C(Br)Br)CC1,5.424700000000005,6.023184848484854,3650
CC(c1nnc([N-]S(=O)(=O)/C=C/c2ccc(Cl)cc2)s1)C(Br)Br,5.416800000000002,6.023182978723407,2755
O=C1S[C@@H](Nc2cccc3ccccc23)C(=O)N1c1ccccc1CBr,5.372700000000003,6.022700000000003,1732
O=C(Nc1ccc(Cl)c(C(=O)NC(Br)Br)c1)N[C@H](c1ccccc1)C1CC1,5.416000000000003,6.021769230769234,2315
C[NH2+][C@H](c1ccc(Cl)cc1)C1(CC(Br)(Br)Br)CCCC1,5.363300000000004,6.008036842105267,4257
CN(C(=O)N(Cc1ccc(OS(=O)(=O)c2ccc(F)cc2)cc1)C1CC1)C(Br)(Br)Br,5.405600000000004,6.00175384615385,2167
Cc1n[nH]c(C)c1[C@H]1CCCN1C(=O)Nc1cccc(C(=O)C(Br)(Br)Br)c1,5.416740000000003,5.997097142857147,4778
COc1ccc(N2C(=O)/C(=C/c3ccc(OCC=CBr)cc3)SC2=S)c(OC)c1,5.397000000000005,5.99349122807018,2775
COc1cc(OC(Br)(Br)Br)cc([C@H]2CCN(C(=O)NC[C@H]3CCO[C@H]3C(C)C)C2)c1,5.430000000000006,5.992500000000006,3531
CC(=O)c1ccc(SCC(=O)Nc2ccc(OC(Cl)Br)c(C)c2)c(F)c1,5.363620000000003,5.988620000000003,2958
Cc1ccc(OCBr)c2nc(NC(=O)c3cccc(NS(=O)(=O)c4ccccc4)c3)sc12,5.389020000000003,5.984258095238098,3354
Cc1nc(SCc2nnc(-c3ccc(Cl)cc3)o2)c2c3c(sc2n1)CCC3,5.4841200000000025,5.9841200000000025,732
COc1cc2c(cc1OC(Br)(Br)Br)CCN(C(=O)N1CCOCC1)[C@H]2c1cc2cccc(C)c2[nH]c1=O,5.4196200000000045,5.971858805970154,4241
Cc1ccc(-c2cc(C(=O)Nc3nnc(SCCC(Br)Br)s3)no2)cc1,5.3519200000000025,5.959062857142859,3179
N#C/C(=C\c1ccccc1)C(=O)OCC(=O)Nc1ccc(C(Br)Br)cc1Br,5.326380000000002,5.949187017543862,2189
PC(Br)Oc1ccc(-c2nnc(-c3cc4ccccc4[nH]3)s2)cc1,5.285800000000003,5.942050000000003,135
C[C@H]1[C@@H](c2ccccc2)CCN1C(=O)C(=O)Nc1cc(F)ccc1OC(Br)(Br)Br,5.343600000000004,5.940091228070179,4659
Cc1ccc(C)c(NC(=S)N2CCC(NC(=O)c3cccc(OC(Br)Br)c3)CC2)c1,5.346840000000005,5.9385066666666715,3448
C[C@H](OCCOC(Br)(Br)Br)C(=O)Nc1nc2c3c(ccc2s1)CCCC3,5.331300000000004,5.92779122807018,2585
Cc1nc(N2CCC[C@@H](OC(=O)/C=C/c3nc4ccccc4s3)C2)cc(C(Br)(Br)Br)[nH+]1,5.334220000000004,5.921176521739135,2418
C[C@@H](C(=O)Nc1ccccc1OCC(Br)(Br)Br)[S@](=O)Cc1ccccc1F,5.318900000000004,5.916939215686278,1370
C[C@@H](NC(=O)c1csc(-c2ccc(OCBr)cc2)n1)c1ccc(F)c(F)c1,5.310500000000003,5.91576315789474,3150
CSc1ccc([C@@H](CC(=O)OC(C)(S)I)NC(=O)c2cc(F)ccc2C)cc1,5.298920000000004,5.914991428571433,54
Cn1c(SCC(=O)N[C@H](c2ccccc2)C(Br)Br)nnc1-c1ccc(Br)cc1,5.310100000000003,5.911951851851855,2052
O=C(NCc1cc(F)cc(OC(Br)Br)c1)N(CCC(F)(F)F)C1CCC1,5.294400000000003,5.910471428571432,1616
Cc1cc(C(Br)Br)ccc1NC(=O)[C@H](Cc1ccccc1)NS(=O)(=O)c1cccc2nsnc12,5.3164200000000035,5.9087276923076955,2048
Cc1c(C(=O)Nc2ccccc2OCBr)sc(NC(=O)c2ccc(F)cc2)c1C#N,5.303100000000002,5.906548275862072,2380
CC1CCN(c2cc(NC(=O)Nc3ccc(C(Br)Br)c(F)c3)ncn2)CC1,5.284400000000003,5.905089655172417,3985
Cc1c(/C=C2\C(=O)NC(=O)N(c3ccc(Cl)cc3)C2=O)cc(C(Br)Br)n1-c1ccncc1,5.288920000000003,5.902955087719301,3525
CSc1ccc([C@@H](CC(=O)OC(Br)Br)NC(=O)c2ccccc2C)cc1,5.194720000000004,5.901616551724142,4003
COc1c(/C=C(\C#N)C(=O)Nc2cccc([N+](=O)[O-])c2)cccc1OC(Br)(Br)Br,5.323880000000003,5.901466206896554,3574
CC(C)(C)C(=O)Nc1ccc(F)c(C(=O)NCc2ccnc(OC(Br)(Br)Br)c2)c1,5.310100000000004,5.899385714285718,2748
Cc1ccc(Cl)cc1NC1CCN(C(=O)CC(Br)(Br)Br)CC1,5.279920000000003,5.896941276595748,3246
Fc1ccc([C@@H](N[C@@H]2CCOc3ccc(OCBr)cc32)C(F)(F)F)cc1,5.2737000000000025,5.891881818181821,2186
Cc1cc(=O)n([C@H](C)C(=O)Nc2cccc(C(=O)C(Br)Br)c2)c2c1c(C)nn2-c1ccccc1,5.3023400000000045,5.8843072131147585,4412
O=C(Nc1cccc(Br)c1)c1nc(N2CCCCC2)c2oc3ccccc3c2n1,5.3811000000000035,5.8811000000000035,992
Cc1ccc(OC(Br)Br)c(NC(=O)[C@H]2CCCN2c2cc(C)ccc2[N+](=O)[O-])c1,5.271340000000004,5.873034915254241,2842
COc1cc(CNC(=O)c2c(N3CCCC3=O)c3cc(C)ccc3n2C)ccc1OC(F)(Br)Br,5.3015200000000045,5.869701818181823,4620
COc1cc(OC(Br)Br)ccc1/C=C/C(=O)N1CCC[C@H]1c1ccc2c(c1)OCCO2,5.295500000000005,5.868080645161295,2461
COc1cc(NCc2cccc3c2OCO3)ccc1OCC(Br)(Br)Br,5.253300000000003,5.863300000000003,3658
Cc1ccc(NCc2cccc3cn[nH]c23)cc1NC(=O)C(Br)(Br)Br,5.2604200000000025,5.862271851851855,3328
O=C(Nc1ccc(Cc2nc3ccccc3s2)cc1)c1ccccc1S(=O)(=O)CBr,5.265500000000004,5.858092592592596,886
O=C(CCc1ccccc1)NCc1nc2ccccc2n1Cc1ccccc1CBr,5.228500000000005,5.8396111111111155,1696
O=C(/C=C/c1cn(-c2ccccc2)nc1-c1cccs1)N1CCC[C@H](c2nnc3n2CCCCC3)C1,5.338100000000004,5.838100000000004,657
O=C(CCC(=O)c1ccc(CBr)cc1)Nc1cc(Cl)c(O)c(Cl)c1,5.195500000000004,5.835034883720934,3058
CN(CC[C@@H]1CCCCO1)C(=O)c1ccc2nc(-c3cccc(OCBr)c3)oc2c1,5.2572000000000045,5.831826865671646,4183
O=C(N[C@@H]1[C@H]2CCC[C@H]2[C@H]1c1ccccc1)c1ccc(C(Br)Br)nc1,5.182100000000004,5.829158823529416,4686
O=C(COc1ccccc1-c1nc(-c2cccc(CBr)c2)no1)Nc1ccc([N+](=O)[O-])cc1,5.224200000000003,5.828677611940302,2875
O=C(CSc1nnc(-c2c[nH]c3ccccc23)o1)N1CCC[C@H](c2nc3ccccc3s2)C1,5.325900000000003,5.825900000000003,117
CCCC(=O)c1ccn(Cc2cccnc2OC(Br)(Br)Br)c1,5.089000000000003,5.821758620689658,4690
O=C(Nc1ccc(F)cc1)c1cccn(Cc2ccccc2C(S)(Br)I)c1=O,5.158000000000003,5.821636363636367,85
O=C(CCc1ncc(-c2ccccc2Cl)o1)Nc1nc2ccc(F)cc2s1,5.315100000000002,5.815100000000002,1821
O=C(NCCC[C@@H]1CCCC[C@H]1O)N[C@H](c1ccc(Cl)s1)C(Br)Br,5.1890000000000045,5.8140000000000045,2031
Cc1cc(C[C@H](C)N[C@H](CC(Br)Br)c2ccc(Cl)s2)[nH]n1,5.2009200000000035,5.810920000000004,3451
Cc1cccc(-n2nc3c(c2-n2cccc2)CN(C(=O)/C=C/C(Br)(Br)Br)C3)c1,5.208320000000003,5.810171851851855,3663
CC(NC(=O)[C@H](Cl)c1cccc(C2CC2)c1)C(Br)(Br)Br,5.187100000000003,5.803379069767445,4016
O=C(Nc1ccc(CBr)cc1OCc1ccccc1)[C@H]1CCCN(S(=O)(=O)c2ccccc2)C1,5.199900000000005,5.803074603174608,4212
CC(=O)c1sc2ncn([C@@H](C)C(Br)C(Br)(Br)Br)c(=O)c2c1C,5.1320200000000025,5.802020000000002,3766
Nc1ccc(Cl)cc1.O=CNc1nnc(COc2ccccc2CC=CBr)s1,5.058700000000003,5.8015571428571455,3400
O=C(Nc1cccc(C(I)I)c1)c1cccn(Cc2ccccc2F)c1=O,5.156600000000002,5.790528571428573,2549
Cc1n[nH]c(C)c1CCOC(=O)/C(=C\c1ccc(F)cc1)C(Br)(Br)Br,5.173440000000003,5.7812831372549045,3958
Cc1cc2cc(CC(Br)Br)ccc2nc1SCC(=O)Nc1ccc(S(=O)(=O)N(C)C)cc1,5.182720000000004,5.781080655737709,3600
O=C(Nc1ccc(F)cc1)c1cccn(Cc2ccccc2C(Br)I)c1=O,5.116500000000002,5.7739074074074095,878
C[NH+](C)[C@H](CNC(=O)Nc1ccc(Cl)cc1Cl)c1cccc(OC(Br)(Br)Br)c1,5.175500000000003,5.773714285714289,2800
COc1ccc(CCc2nc3nccc(-c4ccc(OC(Br)Br)cc4F)n3n2)cc1OC,5.185000000000003,5.768333333333336,1243
